Country,Region,Year,Adult_mortality,Alcohol_consumption,BMI,Incidents_HIV,Population_mln,Schooling,Life_expectancy,Avg_Immunization,Adult_to_Infant_Mortality_Ratio,GDP_per_capita_log,Thinness_children_adolescents,Child_deaths,Economic_Status_Developing
Mongolia,Asia,2014,215.2245,9.88,26.0,0.02,2.94,10.1,68.9,98.75,11.696983695652175,8.258681496264236,2.25,37.8,True
Canada,North America,2004,75.8795,7.8,26.6,0.1,31.94,12.0,79.9,70.0,12.044365079365079,10.521021782876922,0.45,11.399999999999999,False
Costa Rica,Central America and Caribbean,2005,95.7985,4.11,26.3,0.15,4.29,7.9,78.1,89.5,8.788853211009174,9.060331104649475,2.0,21.200000000000003,True
Vietnam,Asia,2001,138.4385,0.76,20.0,0.25,80.74,5.6,73.2,86.0,5.86603813559322,7.115582126184454,16.049999999999997,51.1,True
Slovenia,European Union,2013,77.3625,9.53,26.3,0.02,2.06,11.7,80.3,93.25,23.44318181818182,9.899630122208823,1.4,5.1,False
Poland,European Union,2011,126.5725,10.24,26.2,0.08,38.06,12.3,76.7,97.0,21.452966101694916,9.338733586744581,2.1,10.600000000000001,False
Mozambique,Africa,2001,440.8905,0.65,21.7,3.5,18.22,2.4,49.3,71.25,4.116624649859944,5.7745515455444085,4.05,267.1,True
Philippines,Asia,2004,211.6655,4.42,22.4,0.01,84.71,8.6,69.0,59.75,7.5865770609319005,7.610357618312838,5.35,61.8,True
New Zealand,Oceania,2002,82.496,9.09,26.9,0.03,3.95,11.6,78.8,87.25,12.131764705882352,10.393845127662255,0.3,12.8,False
Chad,Africa,2000,406.9915,0.3,20.9,1.39,8.36,1.4,47.7,39.25,4.041623634558093,5.929589143389895,11.45,283.7,True
Sao Tome and Principe,Central America and Caribbean,2009,199.2275,4.34,24.4,0.36,0.18,4.8,66.9,91.5,6.489495114006514,7.207118856207756,6.25,69.0,True
Australia,Oceania,2002,71.935,9.84,26.4,0.04,19.65,11.8,79.9,91.0,11.989166666666668,10.760622583201524,0.7,11.0,False
Montenegro,Rest of Europe,2015,100.861,8.49,26.5,0.03,0.62,11.3,76.4,88.5,23.45604651162791,8.782322859397507,1.8,7.3,True
Cambodia,Asia,2003,236.439,0.84,20.9,0.45,12.86,3.4,61.2,67.5,3.764952229299363,6.3561076606958915,11.649999999999999,139.8,True
Gabon,Africa,2004,319.386,8.02,24.2,2.84,1.35,6.8,57.9,55.75,6.387720000000001,8.9237243977064,7.300000000000001,124.8,True
Singapore,Asia,2006,65.786,1.55,23.5,0.14,4.4,10.1,80.1,95.25,19.935151515151517,10.69559732562212,2.05,5.199999999999999,True
Fiji,Oceania,2012,191.3835,2.43,27.3,0.11,0.87,10.1,66.9,97.75,9.1135,8.451907724717607,3.85,43.5,True
Greece,European Union,2015,70.7555,6.68,27.1,0.06,10.82,10.6,81.0,94.25,14.740729166666666,9.802838144386198,0.75,8.2,False
Mongolia,Asia,2001,266.119,2.18,24.4,0.01,2.42,8.3,63.3,95.0,5.747710583153348,7.393263094763838,2.55,103.8,True
Vietnam,Asia,2003,136.971,0.93,20.2,0.26,82.3,6.0,73.7,84.5,6.225954545454545,7.224753405767971,15.899999999999999,47.4,True
Bosnia and Herzegovina,Rest of Europe,2004,111.9335,4.38,25.0,0.08,3.76,7.3,75.1,87.75,12.576797752808988,8.123261319121745,3.0,17.0,True
Barbados,Central America and Caribbean,2004,118.7115,7.43,26.8,0.57,0.28,9.2,77.8,94.5,7.708538961038961,9.70320567036518,4.05,30.1,True
Lao PDR,Asia,2006,237.688,3.71,21.7,0.16,5.85,4.3,62.2,58.75,3.827504025764895,7.134093721192866,9.9,144.0,True
Brunei Darussalam,Asia,2007,91.9455,0.83,26.0,0.1,0.37,8.6,74.4,95.75,10.56844827586207,10.464987279030074,5.95,17.2,True
Malta,European Union,2010,55.7385,6.99,27.1,0.08,0.41,10.3,81.4,78.0,8.196838235294118,9.931054080253933,0.75,12.5,False
Honduras,Central America and Caribbean,2004,164.069,2.83,25.3,0.22,7.28,4.6,71.8,91.0,6.191283018867924,7.5569505720129,2.55,56.1,True
Switzerland,Rest of Europe,2012,53.4515,9.87,25.1,0.06,8.0,13.4,82.7,91.5,11.135729166666668,11.324195417595107,0.4,8.2,False
Tajikistan,Asia,2004,161.477,0.7,24.5,0.03,6.66,10.5,65.3,86.75,3.1415758754863816,6.401917196727186,3.9,110.5,True
Bangladesh,Asia,2013,134.7385,0.0,21.4,0.01,152.76,5.1,70.9,92.5,3.8496714285714284,7.030857476116121,18.55,76.2,True
Philippines,Asia,2005,210.905,4.19,22.5,0.01,86.33,8.7,69.1,61.75,7.6972627737226285,7.639642287858013,5.35,60.6,True
Kyrgyz Republic,Asia,2014,171.816,6.18,26.4,0.13,5.84,10.8,70.4,88.0,7.8454794520547955,7.005789019253503,3.3499999999999996,44.4,True
Lebanon,Middle East,2001,97.5565,2.32,26.4,0.02,3.99,7.5,75.0,70.5,5.738617647058824,8.811801223938751,4.800000000000001,34.7,True
North Macedonia,Rest of Europe,2014,98.63,3.56,26.6,0.08,2.07,9.5,75.5,96.25,9.048623853211009,8.452761331256848,2.2,21.1,True
Botswana,Africa,2005,498.38,6.38,23.9,11.63,1.8,8.3,52.1,91.75,12.490726817042606,8.514589805546123,5.45,105.9,True
Russian Federation,Rest of Europe,2010,250.947,10.82,26.1,0.08,142.85,11.5,68.8,97.5,26.98354838709677,9.077494458642754,2.4,18.700000000000003,True
Uruguay,South America,2005,117.821,6.26,26.3,0.19,3.32,8.0,75.8,95.0,8.727481481481481,9.227295812625597,1.6,26.9,True
Slovak Republic,European Union,2002,145.3625,11.16,25.6,0.01,5.38,10.3,73.6,98.25,16.90261627906977,9.173883834965567,1.55,16.7,False
New Zealand,Oceania,2007,75.011,9.2,27.4,0.04,4.22,11.8,80.2,87.5,11.906507936507936,10.50133455324175,0.3,11.7,False
North Macedonia,Rest of Europe,2010,106.0775,3.53,26.3,0.08,2.06,9.1,75.0,94.25,10.399754901960785,8.375860015299594,2.3,19.6,True
Jamaica,Central America and Caribbean,2011,137.7585,2.99,27.1,0.57,2.83,9.0,74.0,84.25,8.55642857142857,8.506536611227709,1.75,32.6,True
Bolivia,South America,2015,184.52,3.15,26.4,0.15,10.87,8.7,70.3,95.0,6.98939393939394,8.01862546504575,1.15,56.7,True
Myanmar,Asia,2010,208.6165,0.97,22.1,0.34,50.6,4.1,63.5,86.75,4.189086345381527,6.806829360392176,13.2,112.5,True
Slovak Republic,European Union,2005,139.5745,11.06,25.7,0.01,5.37,10.8,73.9,98.5,17.894166666666667,9.343734255146714,1.45,15.0,False
Azerbaijan,Asia,2013,129.6915,0.52,26.7,0.06,9.42,10.8,71.8,95.0,4.682003610108303,8.599141774063405,2.8,57.0,True
Papua New Guinea,Oceania,2002,265.5145,0.58,24.3,0.64,6.1,3.4,59.7,60.0,5.000273069679849,7.496652438168283,1.5,120.9,True
Tonga,Oceania,2010,142.208,1.24,31.8,0.17,0.1,10.7,70.1,90.25,11.561626016260162,8.234830280442056,0.1,24.5,True
El Salvador,Central America and Caribbean,2001,218.122,2.76,26.1,0.39,5.93,5.3,69.2,85.0,8.078592592592592,8.006367567650246,2.05,57.3,True
Ireland,European Union,2015,61.0195,10.81,27.4,0.07,4.7,12.3,81.5,92.75,14.52845238095238,11.035099319467346,0.25,6.9,False
Canada,North America,2005,75.7275,8.0,26.6,0.1,32.24,12.2,80.2,71.25,12.214112903225807,10.560333753369742,0.45,11.3,False
Mongolia,Asia,2000,268.2505,2.15,24.3,0.01,2.4,8.2,62.9,89.0,5.408276209677419,7.373374309910049,2.6,112.1,True
Croatia,European Union,2014,92.863,9.5,27.1,0.02,4.24,11.1,77.5,95.5,17.52132075471698,9.354007721788596,1.5,9.3,False
"Venezuela, RB",South America,2002,157.644,6.99,26.3,0.4,25.1,6.8,72.5,72.25,8.567608695652176,8.216628493133443,1.7,37.7,True
Switzerland,Rest of Europe,2009,59.034,10.15,25.1,0.06,7.74,13.3,82.0,90.5,11.806799999999999,11.29306402164216,0.45,8.6,False
Burkina Faso,Africa,2005,305.8365,5.87,21.4,0.58,13.42,1.3,53.3,73.25,3.7388325183374085,6.251903883165888,5.550000000000001,233.89999999999998,True
Lesotho,Africa,2013,523.0825,2.55,24.8,11.55,2.03,6.0,48.7,89.5,7.265034722222222,7.01211529430638,6.0,163.6,True
Colombia,South America,2012,144.2095,4.37,25.9,0.21,46.08,7.6,75.9,88.5,9.18531847133758,8.636219897837877,2.0,31.8,True
Morocco,Africa,2009,87.1205,0.53,25.3,0.05,31.93,4.2,74.0,92.0,2.9632823129251706,7.813591552952433,6.300000000000001,61.4,True
Austria,European Union,2000,94.882,13.35,25.0,0.08,8.01,9.0,78.1,55.0,16.943214285714287,10.567308903714245,1.7999999999999998,10.1,False
Chile,South America,2011,94.631,7.02,27.5,0.18,17.23,9.8,79.0,89.5,11.401325301204817,9.42060129745938,0.8,15.8,True
Niger,Africa,2008,273.319,0.11,21.4,0.14,15.25,1.4,55.8,67.75,3.9668940493468794,6.07073772800249,11.1,207.20000000000002,True
El Salvador,Central America and Caribbean,2006,206.0165,2.67,26.7,0.28,6.08,6.4,70.3,94.25,9.717759433962264,8.09040229659332,1.75,44.0,True
France,European Union,2004,92.3955,13.14,25.0,0.11,62.7,10.3,80.2,74.25,20.99897727272727,10.460270761075149,0.6,8.2,False
Nicaragua,Central America and Caribbean,2001,193.7615,3.48,25.9,0.14,5.15,5.2,69.9,86.5,6.270598705501619,7.2909747781429814,2.1500000000000004,66.4,True
Dominican Republic,Central America and Caribbean,2007,174.858,5.92,25.6,0.65,9.34,7.2,71.3,83.75,5.770891089108911,8.577347114235984,3.4,65.0,True
North Macedonia,Rest of Europe,2008,110.659,4.02,26.1,0.08,2.05,8.7,74.4,96.25,9.79283185840708,8.350429973538136,2.4,22.0,True
Kuwait,Middle East,2012,61.6325,0.0,29.2,0.13,3.35,7.2,74.7,98.25,6.699184782608696,10.417986421668415,3.3499999999999996,17.799999999999997,True
Samoa,Oceania,2006,148.0145,3.52,31.1,0.17,0.18,9.5,70.6,42.5,8.457971428571428,8.282988692742602,0.2,35.8,True
United Arab Emirates,Middle East,2004,86.7395,1.59,27.5,0.13,4.07,8.9,75.2,93.0,9.035364583333335,10.966662628245496,5.050000000000001,18.7,True
Uzbekistan,Asia,2007,173.085,1.75,25.6,0.14,26.87,10.1,68.9,84.25,5.213403614457831,7.488852955733459,3.1,69.2,True
Croatia,European Union,2015,90.2285,9.64,27.3,0.02,4.2,11.2,77.3,94.5,17.351634615384615,9.387146748082028,1.45,9.100000000000001,False
Malta,European Union,2009,56.4985,7.1,27.1,0.08,0.41,10.2,80.2,79.25,8.188188405797101,9.882008520859005,0.75,12.600000000000001,False
Estonia,European Union,2014,123.2,17.29,26.3,0.08,1.31,12.6,77.0,93.0,34.22222222222222,9.74671677658618,1.9,5.9,False
"Bahamas, The",Central America and Caribbean,2006,176.668,9.82,27.2,0.59,0.33,10.9,72.0,92.0,11.546928104575164,10.487489285835276,2.5,31.0,True
Botswana,Africa,2000,561.532,5.38,23.6,19.66,1.64,7.6,50.6,90.75,12.154372294372294,8.42726848388825,12.25,125.7,True
Sri Lanka,Asia,2007,127.15,2.29,22.2,0.02,19.84,10.6,75.0,97.75,10.595833333333333,7.841492924460013,15.45,23.8,True
Netherlands,European Union,2006,70.055,9.58,25.4,0.06,16.35,11.8,79.7,93.0,13.21792452830189,10.682651865988806,1.0,9.399999999999999,False
Sri Lanka,Asia,2010,120.153,2.31,22.5,0.01,20.26,10.8,75.4,99.0,11.125277777777777,7.989899374942939,15.3,21.200000000000003,True
Tonga,Oceania,2009,143.8305,1.08,31.8,0.17,0.1,10.4,70.0,91.25,11.50644,8.22764270790443,0.1,24.9,True
Malaysia,Asia,2008,128.5065,0.5,24.8,0.18,27.24,9.4,74.1,96.0,16.266645569620252,8.996528148090857,8.4,15.0,True
Nicaragua,Central America and Caribbean,2004,181.9365,3.75,26.2,0.13,5.36,5.4,70.9,80.25,6.738388888888888,7.333023014386481,2.05,57.3,True
Armenia,Rest of Europe,2003,139.9,3.0,25.8,0.08,3.02,10.8,72.3,94.0,5.757201646090535,7.526717561352706,2.05,49.6,True
St. Vincent and the Grenadines,Central America and Caribbean,2006,170.3485,6.22,26.1,0.4,0.11,8.0,71.4,95.0,8.603459595959595,8.842026529498812,3.6500000000000004,40.1,True
Eritrea,Africa,2001,371.292,0.67,20.2,0.59,2.37,3.7,55.9,87.5,6.775401459854015,6.769641976852503,1.0,134.89999999999998,True
Bangladesh,Asia,2006,150.565,0.003,20.7,0.01,140.92,4.6,68.2,84.25,3.1367708333333333,6.697034247666484,11.0,108.0,True
Malawi,Africa,2014,305.0855,2.01,22.8,2.95,16.29,4.4,61.0,83.25,7.589191542288558,5.945420608606575,6.4,96.80000000000001,True
Kyrgyz Republic,Asia,2015,165.7935,5.37,26.5,0.12,5.96,10.8,70.7,89.0,7.932703349282297,7.022868086082641,3.3499999999999996,42.2,True
Nigeria,Africa,2013,364.4625,4.45,23.1,0.62,171.77,5.9,52.2,49.25,4.444664634146341,7.862497197230545,1.2999999999999998,210.4,True
Austria,European Union,2009,76.57,11.87,25.4,0.08,8.34,11.7,80.3,78.25,16.291489361702126,10.660923222978436,1.7999999999999998,8.2,False
Serbia,Rest of Europe,2007,137.2965,9.42,25.6,0.02,7.38,10.2,73.6,95.5,17.1620625,8.51097389160232,2.4,15.1,True
Honduras,Central America and Caribbean,2012,150.585,2.71,26.3,0.07,8.64,5.5,73.8,93.75,7.762113402061857,7.699842407396986,2.1500000000000004,39.9,True
Dominican Republic,Central America and Caribbean,2006,176.789,5.84,25.5,0.7,9.22,7.1,71.0,86.0,5.796360655737704,8.518791912779934,3.45,65.5,True
Zambia,Africa,2012,323.004,2.78,22.3,5.26,14.47,6.7,58.5,66.5,6.447185628742515,7.1693500166706,6.4,123.80000000000001,True
Brunei Darussalam,Asia,2014,89.377,0.67,26.9,0.1,0.41,9.0,75.2,98.25,9.310104166666667,10.363440845928363,5.45,19.0,True
Ethiopia,Africa,2007,306.7815,0.31,20.2,0.52,80.67,2.1,58.5,55.5,4.808487460815047,5.8971538676367405,11.15,159.8,True
Sao Tome and Principe,Central America and Caribbean,2010,197.987,5.0,24.4,0.31,0.18,4.9,67.4,91.25,6.922622377622377,7.246368080102461,6.05,63.7,True
Switzerland,Rest of Europe,2015,49.384,9.62,25.2,0.05,8.28,13.4,82.9,92.0,10.507234042553192,11.347779558576363,0.35,8.0,False
Albania,Rest of Europe,2014,76.724,4.1,26.5,0.03,2.89,9.7,77.8,98.0,7.828979591836735,8.257644958208228,1.25,18.700000000000003,True
Kiribati,Oceania,2002,217.1505,0.51,28.9,0.17,0.09,7.0,63.7,71.75,4.257852941176471,7.338238150065589,0.2,115.5,True
Kiribati,Oceania,2012,204.6575,0.38,29.7,0.17,0.11,7.9,66.4,90.0,4.193801229508197,7.255591274253665,0.1,109.9,True
Cameroon,Africa,2012,356.5925,6.42,24.1,1.55,21.49,5.7,56.1,79.75,5.469210122699386,7.153833801578843,5.9,165.5,True
Lao PDR,Asia,2014,199.529,6.74,22.7,0.16,6.64,5.0,66.1,82.25,4.453772321428572,7.613818684808629,8.95,100.1,True
Guatemala,Central America and Caribbean,2015,163.8125,1.65,26.5,0.03,15.57,6.3,73.3,75.0,6.632085020242915,8.293049139768444,1.2,52.0,True
Algeria,Africa,2003,127.5385,0.33,24.5,0.01,32.26,6.5,72.1,87.75,3.9485603715170283,8.157943507105037,6.199999999999999,67.8,True
Moldova,Rest of Europe,2009,207.4875,6.24,26.6,0.43,2.86,11.0,69.1,88.25,12.96796875,7.651595573857601,3.0,32.4,True
Estonia,European Union,2003,199.678,11.64,25.7,0.08,1.37,11.9,71.3,94.5,25.93220779220779,9.422463420006927,2.25,15.2,False
Qatar,Middle East,2015,56.2695,1.03,29.1,0.06,2.57,9.8,79.8,97.0,7.307727272727273,11.051524724531761,5.050000000000001,14.5,True
Madagascar,Africa,2000,280.972,1.17,20.6,0.02,15.77,5.2,58.5,60.0,4.10178102189781,6.192362489474872,8.649999999999999,172.9,True
"Egypt, Arab Rep.",Africa,2010,160.261,0.21,28.8,0.13,82.76,6.5,70.3,88.75,6.4104399999999995,8.156510226079966,2.95,52.7,True
Guyana,South America,2005,223.5645,5.84,25.2,0.85,0.75,7.9,66.7,87.75,6.498968023255815,8.280204233279974,5.6,74.8,True
Tajikistan,Asia,2009,146.4255,0.66,25.1,0.17,7.36,10.9,68.4,93.0,3.7448976982097184,6.6240652277998935,3.75,82.4,True
Mauritania,Africa,2015,203.5835,0.0,24.9,0.15,4.05,4.3,63.9,69.25,3.635419642857143,7.329749689041512,7.65,137.7,True
Kazakhstan,Asia,2012,216.56,3.73,26.1,0.13,16.79,11.5,69.5,97.25,13.882051282051282,9.192685436737461,2.45,30.9,True
Papua New Guinea,Oceania,2001,269.8105,0.65,24.2,0.61,5.97,3.3,59.5,57.75,5.015065055762082,7.519149957669823,1.5,122.7,True
Guinea-Bissau,Africa,2009,290.506,2.89,23.0,2.55,1.48,2.5,54.1,75.5,3.7777113133940174,6.354370040797351,8.2,196.10000000000002,True
Bahrain,Middle East,2002,83.6925,1.87,25.4,0.05,0.74,8.4,74.8,97.75,7.608409090909091,10.010501700190611,6.050000000000001,21.6,True
Norway,Rest of Europe,2013,60.485,6.21,26.5,0.04,5.08,12.7,81.8,91.75,17.78970588235294,11.198872038296177,0.75,5.3,False
Sri Lanka,Asia,2003,137.477,1.69,21.8,0.02,19.22,10.2,73.8,93.25,9.819785714285715,7.61972421378267,15.45,28.1,True
Peru,South America,2000,153.5785,4.76,25.0,0.19,26.46,8.0,71.1,81.5,5.068597359735973,8.103191752285786,1.4,67.5,True
Mauritania,Africa,2010,212.0,0.0,24.6,0.19,3.49,3.8,62.5,61.0,3.408360128617363,7.257002707092073,8.6,156.8,True
Kenya,Africa,2004,431.137,0.69,22.3,3.45,35.64,5.7,53.5,61.75,8.323108108108109,7.057036981697891,8.649999999999999,131.8,True
"Micronesia, Fed. Sts.",Oceania,2000,184.963,2.23,28.8,0.17,0.11,4.8,64.6,80.5,5.816446540880503,7.971085753505607,0.3,68.6,True
United Kingdom,Rest of Europe,2001,86.493,11.31,26.4,0.08,59.12,11.8,78.0,89.0,13.306615384615384,10.593855875645637,0.6,11.9,False
Lithuania,European Union,2010,191.1515,13.22,26.3,0.08,3.1,11.6,73.3,94.75,32.3985593220339,9.31542084842669,2.8,10.9,False
Australia,Oceania,2012,60.0415,10.03,27.0,0.05,22.73,12.6,82.0,91.5,13.0525,10.919732210768808,0.6,7.9,False
Barbados,Central America and Caribbean,2005,116.6365,7.84,26.9,0.55,0.28,9.2,77.9,93.25,7.573798701298701,9.738200088297953,4.0,30.1,True
Togo,Africa,2005,330.64,1.84,22.6,1.78,5.61,4.2,54.6,76.75,4.912927191679049,6.150602768446279,8.350000000000001,169.39999999999998,True
Uruguay,South America,2012,109.0375,6.55,26.9,0.24,3.38,8.5,77.0,94.5,11.358072916666666,9.584796293210003,1.5,18.6,True
Thailand,Asia,2012,154.351,7.1,24.0,0.2,67.84,7.7,75.0,96.75,13.306120689655172,8.61830469278465,8.05,23.0,True
Georgia,Rest of Europe,2010,170.768,7.72,26.8,0.12,3.79,12.2,71.5,89.75,12.464817518248175,8.039802343736485,2.7,26.9,True
Jordan,Middle East,2010,115.693,0.46,28.5,0.13,7.26,9.8,73.4,97.25,6.356758241758242,8.443546651247939,3.8,37.3,True
Cameroon,Africa,2004,394.661,4.69,23.5,2.99,17.26,5.1,52.3,72.5,4.890470879801734,7.110696122978827,7.05,210.3,True
Jamaica,Central America and Caribbean,2007,146.556,3.31,26.5,0.67,2.77,8.4,74.1,90.5,8.374628571428572,8.57715877258367,1.7999999999999998,35.7,True
Bolivia,South America,2006,216.0405,3.13,25.4,0.19,9.4,7.3,65.9,82.75,5.1684330143540675,7.719573989259581,1.25,93.69999999999999,True
Belarus,Rest of Europe,2005,248.5795,11.19,26.0,0.14,9.66,9.3,68.9,98.5,32.28305194805195,8.263848131368906,2.4,15.399999999999999,True
Malta,European Union,2003,61.136,6.54,27.0,0.08,0.4,8.5,78.5,84.0,8.374794520547946,9.7840281124988,0.7,13.5,False
Mali,Africa,2003,313.3725,0.56,21.9,0.86,11.98,1.5,50.4,68.25,3.3231442205726407,6.520621127558696,1.25,261.6,True
Vietnam,Asia,2013,127.4215,2.68,21.5,0.13,90.75,7.9,75.0,69.0,6.777739361702127,7.7475968386928855,14.600000000000001,40.0,True
Kenya,Africa,2010,281.6775,1.52,22.8,2.04,42.03,6.1,61.0,74.5,6.989516129032259,7.190676034332207,8.1,96.69999999999999,True
Barbados,Central America and Caribbean,2006,114.561,8.12,27.0,0.52,0.28,9.2,78.0,86.75,7.487647058823529,9.793393629739054,3.95,29.9,True
Algeria,Africa,2006,114.4095,0.38,24.7,0.02,33.64,7.0,73.5,92.0,4.000332167832167,8.232440158470336,6.05,59.7,True
Denmark,European Union,2003,97.2905,11.53,25.1,0.04,5.39,12.8,77.1,92.0,17.68918181818182,10.811766273800105,1.1,9.9,False
Malaysia,Asia,2009,127.9145,0.5,24.9,0.18,27.74,9.6,74.3,96.25,16.191708860759494,8.963160242833732,8.25,15.0,True
India,Asia,2008,197.9155,1.92,21.2,0.12,1200.67,5.2,65.8,50.25,3.9268948412698417,6.9975959829819265,27.45,114.0,True
Sao Tome and Principe,Central America and Caribbean,2000,220.45,5.07,23.5,1.31,0.14,4.2,61.4,77.5,3.9864376130198913,6.9865664594064265,8.05,136.3,True
Barbados,Central America and Caribbean,2010,106.695,8.66,27.3,0.38,0.28,9.4,78.4,89.5,7.2091216216216205,9.728240909414135,3.8,28.8,True
Cameroon,Africa,2003,402.4095,4.6,23.4,3.26,16.8,5.1,51.9,72.5,4.865894800483676,7.069874128458572,7.25,215.7,True
Ukraine,Rest of Europe,2004,269.69,6.51,25.9,0.44,47.45,10.7,68.2,98.25,19.263571428571428,7.633369649679584,2.75,28.1,True
Gabon,Africa,2003,323.9475,6.41,24.0,3.0,1.32,6.6,57.8,55.75,6.327099609375,8.942199454731238,7.45,128.0,True
Germany,European Union,2003,90.053,11.92,26.0,0.08,82.53,12.5,78.4,91.5,17.65745098039216,10.452215713350586,1.1,9.1,False
Sao Tome and Principe,Central America and Caribbean,2005,208.017,5.5,24.0,0.62,0.16,4.5,64.7,90.25,5.161712158808934,7.095893221097532,7.0,94.8,True
Malawi,Africa,2001,581.009,1.3,21.8,8.8,11.43,3.1,45.2,79.75,6.187529286474973,5.6131281063880705,7.800000000000001,253.4,True
Solomon Islands,Oceania,2003,208.273,1.2,25.2,0.17,0.45,4.7,68.5,78.0,8.041428571428572,7.442492722794441,1.3,54.7,True
Guinea,Africa,2008,299.6,0.21,22.5,1.02,9.74,1.6,55.6,60.0,3.8117048346055986,6.546785410760524,8.6,200.89999999999998,True
Barbados,Central America and Caribbean,2013,101.5875,9.05,27.5,0.31,0.28,10.5,78.6,90.5,7.006034482758621,9.694801486310846,3.8,28.1,True
Spain,European Union,2007,71.7905,11.05,26.2,0.09,45.23,9.1,80.9,95.75,15.606630434782609,10.211707276205457,0.55,8.0,False
St. Lucia,Central America and Caribbean,2007,150.5345,12.59,28.2,0.4,0.17,7.7,74.4,95.0,8.651408045977012,9.227689010310796,4.35,35.2,True
Kazakhstan,Asia,2005,274.4505,6.57,25.8,0.07,15.15,11.7,65.9,96.75,9.697897526501766,8.87570644462861,2.45,58.3,True
El Salvador,Central America and Caribbean,2002,216.117,2.85,26.2,0.37,5.96,5.5,69.4,81.0,8.409221789883269,8.016317898503415,1.95,54.3,True
Australia,Oceania,2005,66.521,10.3,26.7,0.05,20.39,11.7,80.8,91.0,11.469137931034483,10.82643607207435,0.6499999999999999,10.5,False
Portugal,European Union,2001,108.319,12.63,25.6,0.22,10.36,6.9,76.8,79.75,17.7572131147541,9.8536143020404,0.7,11.7,False
Eritrea,Africa,2010,289.377,1.13,20.5,0.25,3.17,3.9,62.2,92.0,7.234425,6.484635235635252,8.850000000000001,94.1,True
Uzbekistan,Asia,2001,190.2825,2.92,24.9,0.02,24.96,9.2,67.4,98.75,3.8518724696356275,7.1808311990445555,3.3499999999999996,105.8,True
Tajikistan,Asia,2007,151.8545,0.54,24.8,0.1,7.06,10.5,67.4,86.25,3.556311475409836,6.551080335043404,3.8,90.5,True
Canada,North America,2013,66.0915,8.2,26.9,0.1,35.08,12.9,81.7,80.75,11.39508620689655,10.665390909906383,0.5,10.3,False
Uganda,Africa,2011,340.7545,8.79,22.0,2.89,33.48,5.4,58.1,76.75,7.0990520833333335,6.703188113240863,5.9,118.6,True
Slovenia,European Union,2009,88.8695,10.52,26.0,0.03,2.04,12.1,79.0,94.5,23.38671052631579,9.924710738987654,1.7,6.199999999999999,False
Djibouti,Africa,2008,286.076,0.49,23.8,0.5,0.82,3.9,59.1,87.0,4.276173393124066,7.110696122978827,5.65,147.10000000000002,True
Antigua and Barbuda,Central America and Caribbean,2005,146.703,7.44,25.6,0.1,0.08,9.1,75.0,85.5,12.646810344827587,9.62397204275074,3.45,23.5,True
Eswatini,Africa,2003,615.708,5.62,25.7,20.22,1.02,3.4,43.4,90.25,8.696440677966102,7.887208585813932,8.3,189.0,True
Slovenia,European Union,2000,120.8335,12.8,25.4,0.02,1.99,11.6,75.4,92.5,21.577410714285715,9.695355758842355,2.25,10.1,False
Estonia,European Union,2013,118.171,17.75,26.3,0.08,1.32,12.6,77.1,93.25,31.09763157894737,9.714383043445341,1.9,6.4,False
Kyrgyz Republic,Asia,2001,223.721,5.7,24.8,0.03,4.95,9.9,68.7,80.0,5.377908653846154,6.620073206530356,3.6,88.0,True
Mauritius,Africa,2013,146.3845,3.17,25.1,0.81,1.26,8.9,74.0,94.75,10.381879432624114,9.065083359319043,7.0,28.1,True
New Zealand,Oceania,2006,74.797,9.36,27.3,0.03,4.18,11.7,80.0,87.75,11.687031249999999,10.48083098735243,0.3,11.9,False
Ghana,Africa,2007,265.4325,0.67,23.4,1.15,22.96,6.5,59.7,84.25,4.998728813559322,7.123672785204607,7.65,130.1,True
Afghanistan,Asia,2001,304.858,0.02,21.8,0.02,21.61,2.2,56.3,36.0,3.4292238470191223,5.099866427824199,2.25,213.10000000000002,True
Ireland,European Union,2007,73.766,13.17,26.9,0.06,4.4,11.9,79.6,91.25,15.054285714285715,10.851780700535777,0.25,8.5,False
Moldova,Rest of Europe,2000,241.2055,6.76,25.9,0.23,2.92,9.0,67.0,94.0,8.867849264705882,7.199678345691172,3.6500000000000004,57.7,True
Rwanda,Africa,2000,442.3195,8.71,20.9,3.17,7.93,2.3,48.6,89.5,4.0028914027149325,5.846438775057725,7.65,294.7,True
Suriname,South America,2008,184.945,4.82,26.0,0.71,0.52,7.7,69.9,67.5,8.147356828193832,9.041448235493888,3.45,46.099999999999994,True
"Gambia, The",Africa,2007,282.4125,3.19,23.0,1.37,1.64,2.5,58.7,87.5,5.5375000000000005,6.532334292222349,8.75,133.8,True
Israel,Middle East,2000,78.6545,2.58,26.1,0.08,6.29,12.0,79.0,95.25,11.917348484848485,10.266358263011872,1.1,12.5,False
Solomon Islands,Oceania,2004,202.334,1.21,25.3,0.17,0.46,4.8,68.8,81.25,7.872918287937743,7.4815557019095165,1.3,54.3,True
Botswana,Africa,2011,336.393,6.24,24.2,7.61,2.02,8.9,61.9,92.5,7.990332541567695,8.68270762989381,7.550000000000001,93.0,True
Brazil,South America,2004,171.4535,6.7,25.2,0.25,184.01,6.2,71.5,90.5,6.998102040816327,8.88280805492444,3.2,50.0,True
Brunei Darussalam,Asia,2006,93.9375,0.63,25.9,0.1,0.37,8.5,74.2,96.0,10.797413793103448,10.47607597368035,6.05,17.2,True
